Country,Year, Electricity/Heat  (MtCO??), Manufacturing/Construction  (MtCO??), Transportation  (MtCO??), Other Fuel Combustion  (MtCO??), Fugitive Emissions (MtCO??)
China,1995,1169.82,1227.8,141.91,482.12,0
Colombia,1995,13.94,19.18,20.13,5.16,0.72681
Comoros,1995,,,,,0
Congo,1995,0,0.06,0.33,0.08,2.36666
"Congo, Dem. Republic",1995,0.04,0.74,0.45,0.87,0
Cook Islands,1995,,,,,0
Costa Rica,1995,0.86,0.66,2.56,0.32,0
Cote d'Ivoire,1995,1.03,0.49,1.22,0.48,0
Croatia,1995,6.13,3.57,3.33,2.78,0
Cuba,1995,10.88,6.57,1.95,2.81,0
Cyprus,1995,2.14,1.23,1.45,0.2,0
Czech Republic,1995,67.58,29.38,7.44,19.28,0
Denmark,1995,32.43,5.98,11.63,8.1,0.30908
Djibouti,1995,,,,,0
Dominica,1995,,,,,0
Dominican Republic,1995,4.94,1.04,3.48,1.71,0
Ecuador,1995,3.02,2.98,7.04,2.35,1.89844
Egypt,1995,27.1,25.81,20.58,9.65,2.09345
El Salvador,1995,1.34,0.88,2.1,0.31,0
Equatorial Guinea,1995,,,,,0.92842
Eritrea,1995,0.31,0.06,0.33,0.08,0
Estonia,1995,11.86,2.13,1.39,0.7,0
Ethiopia,1995,0.07,0.64,1.07,0.59,0
Fiji,1995,,,,,0
Finland,1995,24.67,12.44,11.24,7.68,0
France,1995,56.39,81,121.73,95.13,0
Gabon,1995,0.33,0.47,0.34,0.19,3.24044
Gambia,1995,,,,,0
Georgia,1995,5.32,0.92,1.02,0.81,0
Germany,1995,370.37,140.07,166.68,190.7,0.95712
Ghana,1995,0.11,0.57,2.02,0.62,0
Greece,1995,41.59,9.67,16.64,7.91,0.00302
Grenada,1995,,,,,0
Guatemala,1995,1.1,1.27,2.69,0.75,0
Guinea,1995,,,,,0
Guinea-Bissau,1995,,,,,0
Guyana,1995,,,,,0
Haiti,1995,0.16,0.15,0.5,0.1,0
Honduras,1995,0.89,0.74,1.53,0.37,0
Hungary,1995,24.48,9.79,7.04,16,0
Iceland,1995,0.01,0.51,0.6,0.83,0
India,1995,397.25,182.34,107.06,89.86,5.3038
Indonesia,1995,73.86,62.29,48.75,29.48,9.47656
Iran,1995,61.07,52.02,55.14,83.04,21.29902
Iraq,1995,53.31,10.39,24.21,9.55,0.09124
Ireland,1995,13,4.89,5.86,9.23,0
Israel,1995,26.9,4.92,8.5,5.95,0
Italy,1995,149.42,77.87,106.31,75.81,0
Jamaica,1995,5.19,0.55,1.38,1.23,0
Japan,1995,444.72,272.15,249.21,175.83,0
Jordan,1995,5.19,1.76,2.97,2.26,0
Kazakhstan,1995,78.74,58.04,9.06,21.67,0
Kenya,1995,0.52,1.7,2.61,0.94,0
Kiribati,1995,,,,,0
Korea (North),1995,11.17,47.2,2.5,13.98,0
Korea (South),1995,117.59,88.86,71.72,80.49,0
Kuwait,1995,20.69,9.83,5.29,0.31,0.91037
Kyrgyzstan,1995,2.18,0.56,1.11,0.57,0
Laos,1995,,,,,0
Latvia,1995,4.06,1.35,2.02,1.42,0
Lebanon,1995,3.58,1.52,4.14,3.6,0
Lesotho,1995,,,,,0
Liberia,1995,,,,,0
Libya,1995,18.82,4.95,9.41,1.93,3.24044
Lithuania,1995,6.42,2.51,2.93,2.32,0
Luxembourg,1995,0.84,2.5,3.32,1.39,0
"Macedonia, FYR",1995,5.96,0.86,0.87,0.49,0
Madagascar,1995,,,,,0
Malawi,1995,,,,,0
Malaysia,1995,32.43,26.67,19.58,4.1,0
Maldives,1995,,,,,0
Mali,1995,,,,,0
Malta,1995,1.56,0,0.68,0.11,0
Mauritania,1995,,,,,0
Mauritius,1995,,,,,0
Mexico,1995,117.25,60.36,88.95,30.39,4.15138
Moldova,1995,6.14,0.98,1.06,3.63,0
Mongolia,1995,6.47,1.92,0.82,0.85,0
Montenegro,1995,,,,,
Morocco,1995,11.56,4.53,5.92,3.98,0
Mozambique,1995,0.03,0.2,0.72,0.2,0
Myanmar,1995,2.49,1.11,2.69,0.56,0
Namibia,1995,0.04,0.02,0.61,1.07,0
Nauru,1995,,,,,0
Nepal,1995,0.03,0.34,0.62,0.75,0
Netherlands,1995,67.12,35.2,28.79,39.83,0.32661
New Zealand,1995,4.38,7.43,10.67,2.79,0.05945
Nicaragua,1995,0.95,0.29,1.1,0.17,0
Niger,1995,,,,,0
Nigeria,1995,11.46,3.85,12.03,3.78,47.71528
Niue,1995,,,,,0
Norway,1995,10.9,6.95,11.4,3.56,0.7992
Oman,1995,8.47,3.18,2.17,0.93,0.41859
Pakistan,1995,24.73,24.47,20.03,10.28,0
Palau,1995,,,,,
Panama,1995,1.25,0.86,1.71,0.28,0
Papua New Guinea,1995,,,,,0
Paraguay,1995,0.1,0.27,2.9,0.18,0
Peru,1995,4.47,5.92,8.61,4.73,0.37141
Philippines,1995,17.5,13.04,21.92,4.74,0
Poland,1995,182.22,65.23,22.13,61.53,0
Portugal,1995,21.56,9.55,13.02,4.15,0
Qatar,1995,11,5.75,1.95,0.13,0
Romania,1995,68.75,32.08,8.12,8.53,0
Russian Federation,1995,945.08,211.82,189.34,212.46,0
Rwanda,1995,,,,,0
Saint Kitts & Nevis,1995,,,,,0
Saint Lucia,1995,,,,,0
Saint Vincent & Grenadines,1995,,,,,0
Samoa,1995,,,,,0
Sao Tome & Principe,1995,,,,,0
Saudi Arabia,1995,115.09,33.46,53.58,2.91,23.12022
Senegal,1995,1.02,0.37,0.78,0.31,0
Serbia,1995,35.77,3.34,2.7,2.18,
Seychelles,1995,,,,,0
Sierra Leone,1995,,,,,0
Singapore,1995,30.87,4.92,5.59,0.19,0
Slovakia,1995,17.38,10.71,3.76,8.99,0
Slovenia,1995,5.82,1.98,3.8,2.42,0
Solomon Islands,1995,,,,,0
South Africa,1995,166.47,55.54,34.82,17.66,0
Spain,1995,88.22,48.84,71.44,24.19,0.01011
Sri Lanka,1995,0.35,0.6,3.66,0.91,0
Sudan,1995,0.88,0.72,2.76,0.19,0
Suriname,1995,,,,,0
Swaziland,1995,,,,,0
Sweden,1995,11.61,15.67,20.23,10,0
Switzerland,1995,2.92,6.2,14.28,18.42,0
Syria,1995,11.4,6.89,7.43,7.07,0.75263
Taiwan,1995,79.16,41.08,28.86,9.09,0
Tajikistan,1995,0.56,0,0.18,1.7,0
Tanzania,1995,0.58,0.42,0.88,0.62,0
Thailand,1995,52.4,33.13,46.32,8.35,0
Togo,1995,0.06,0.07,0.39,0.06,0
Tonga,1995,,,,,0
Trinidad & Tobago,1995,5.19,5.62,1.32,0.15,4.7423
Tunisia,1995,4.72,3.19,3.16,3.14,0.71445
Turkey,1995,50.8,35.44,35.13,31.29,0.13585
Turkmenistan,1995,11.87,1.48,3.15,16.67,0
Uganda,1995,,,,,0
Ukraine,1995,202.12,98.42,33.02,59.23,0
United Arab Emirates,1995,20.14,36.24,12.97,0.28,0.6552
United Kingdom,1995,213.62,76.01,115.7,111.27,4.19275
United States of America,1995,2396.2,591.58,1529.5,621.45,15.94065
Uruguay,1995,0.56,0.66,2.16,1.13,0
Uzbekistan,1995,35.6,20.63,7.2,38.16,0
Vanuatu,1995,,,,,0
Venezuela,1995,46.27,33.25,33.15,5.61,7.39334
Vietnam,1995,4.41,10.99,7.2,5.18,0.50447
Yemen,1995,2.64,0.52,3.92,2.25,0
Zambia,1995,0.13,0.83,0.8,0.29,0
Zimbabwe,1995,7.3,2.6,2.15,2.79,0
World,1995,9160.55,4522.25,4314.07,3144.86,202.41883
European Union (15),1995,1143.96,559.16,730.64,629.32,5.79869
European Union (28),1995,1577.41,729.28,798.88,757.53,5.79869
Afghanistan,1996,,,,,0
Albania,1996,0.27,0.53,0.61,0.45,0
Algeria,1996,25.71,7.25,14.82,8.25,13.52119
Angola,1996,0.43,1.91,0.98,0.9,7.09992
Antigua & Barbuda,1996,,,,,0
Argentina,1996,37.11,25.3,39.37,28.17,6.28687
Armenia,1996,1.53,0.48,0.06,0.36,0
Australia,1996,162.79,49.75,69.31,13.82,0.52344
Austria,1996,20.94,10.36,17.07,14.77,0
Azerbaijan,1996,14.77,6.34,2.71,5.09,0
Bahamas,1996,,,,,0
Bahrain,1996,7.05,3.76,1.25,0.17,0
Bangladesh,1996,6.7,7.29,2.91,4.02,0
Barbados,1996,,,,,0
Belarus,1996,36.24,9.31,7.18,10,0
Belgium,1996,32.65,29.42,23.61,35.57,0
Belize,1996,,,,,0
Benin,1996,0.03,0.15,0.49,0.22,0
Bhutan,1996,,,,,0
Bolivia,1996,1.94,0.76,3.17,0.83,0.87217
Bosnia & Herzegovina,1996,2.06,0.34,1.01,0.65,0
Botswana,1996,1.41,0.58,0.9,0.16,0
Brazil,1996,33.91,73.81,112.5,33.79,2.74865
Brunei,1996,3.58,0.24,0.83,0.06,0
Bulgaria,1996,35.33,10.07,4.1,4.4,0
Burkina Faso,1996,,,,,0
Burundi,1996,,,,,0
Cambodia,1996,0.2,0.04,1.16,0.12,0
Cameroon,1996,0.03,0.18,1.71,0.53,3.76842
Canada,1996,148.43,92.62,139.3,95.82,4.2518
Cape Verde,1996,,,,,0
Central African Republic,1996,,,,,0
Chad,1996,,,,,0
Chile,1996,14.29,11.81,14.69,4.58,0.18257
China,1996,1316.42,1170.18,189.97,414.01,0
Colombia,1996,12.05,20.76,20.66,5.8,0.77535
Comoros,1996,,,,,0
Congo,1996,0,0.05,0.31,0.07,2.36664
"Congo, Dem. Republic",1996,0.04,0.63,0.45,0.88,0
Cook Islands,1996,,,,,0
Costa Rica,1996,0.52,0.64,2.58,0.39,0
Cote d'Ivoire,1996,1.49,0.56,1.24,0.51,0
Croatia,1996,5.97,3.39,3.51,2.72,0
Cuba,1996,11.46,7.24,2.18,3.3,0
Cyprus,1996,2.26,1.36,1.51,0.2,0
Czech Republic,1996,70.17,28.58,10.2,16.63,0
Denmark,1996,44.87,5.91,11.75,8.74,0.3767
Djibouti,1996,,,,,0
Dominica,1996,,,,,0
Dominican Republic,1996,5.06,1.14,3.85,1.91,0
Ecuador,1996,3.09,4.64,7.93,2.39,1.89874
Egypt,1996,27.78,28.08,21.79,9.89,2.00254
El Salvador,1996,0.92,0.82,2.08,0.28,0
Equatorial Guinea,1996,,,,,1.41998
Eritrea,1996,0.33,0.05,0.38,0.09,0
Estonia,1996,12.45,2.15,1.51,0.85,0
Ethiopia,1996,0.07,0.69,1.19,0.69,0
Fiji,1996,,,,,0
Finland,1996,31.39,12.23,10.97,7.61,0
France,1996,60.44,82.96,121.49,104.14,0
Gabon,1996,0.4,0.48,0.34,0.2,3.24047
Gambia,1996,,,,,0
Georgia,1996,1.58,1.23,2.51,1,0
Germany,1996,381.12,132.3,167.78,215.32,0.86991
Ghana,1996,0.09,0.61,2.21,0.69,0
Greece,1996,38.52,10.36,17.09,9.78,0.00264
Grenada,1996,,,,,0
Guatemala,1996,1.01,1.21,2.67,0.77,0
Guinea,1996,,,,,0
Guinea-Bissau,1996,,,,,0
Guyana,1996,,,,,0
Haiti,1996,0.24,0.16,0.56,0.1,0
Honduras,1996,0.72,0.91,1.49,0.36,0
Hungary,1996,24.82,9.81,7.04,16.53,0
Iceland,1996,0.01,0.63,0.67,0.9,0
India,1996,433.41,204.21,83.2,97.18,4.38685
Indonesia,1996,77.06,69.35,54.04,31.41,9.47629
Iran,1996,64.28,46.71,59.32,88.3,21.66646
Iraq,1996,52.45,10.21,23.55,10.11,0.09102
Ireland,1996,13.59,4.64,6.9,9.17,0
Israel,1996,28.42,4.76,8.89,6.29,0
Italy,1996,144.86,76.71,108.1,77.41,0
Jamaica,1996,5.01,0.64,1.59,1.46,0
Japan,1996,450.62,276.8,254.76,174.25,0
Jordan,1996,5.55,1.77,3.03,2.25,0
Kazakhstan,1996,71.26,48.54,8.13,18.01,0
Kenya,1996,0.6,1.91,2.74,1.01,0
Kiribati,1996,,,,,0
Korea (North),1996,11.18,40.16,2.02,12.41,0
Korea (South),1996,130,94.28,75.58,83.87,0
Kuwait,1996,21,8.5,5.39,0.31,0.91025
Kyrgyzstan,1996,2.45,1.01,1.17,0.85,0
Laos,1996,,,,,0
Latvia,1996,4.27,1.23,1.99,1.4,0
Lebanon,1996,4.92,1.34,4.29,2.93,0
Lesotho,1996,,,,,0
Liberia,1996,,,,,0
Libya,1996,19.55,4.96,10.41,2.07,3.29509
Lithuania,1996,7.12,2.4,3.23,2.03,0
Luxembourg,1996,0.69,2.48,3.41,1.57,0
"Macedonia, FYR",1996,6.47,1.15,1.66,0.44,0
Madagascar,1996,,,,,0
Malawi,1996,,,,,0
Malaysia,1996,35.6,27,22.36,5.4,0
Maldives,1996,,,,,0
Mali,1996,,,,,0
Malta,1996,1.61,0,0.54,0.15,0
Mauritania,1996,,,,,0
Mauritius,1996,,,,,0
Mexico,1996,121.55,65.96,91.54,30.57,9.04851
Moldova,1996,5.93,0.69,1.15,2.37,0
Mongolia,1996,5.76,1.08,0.86,0.8,0
Montenegro,1996,,,,,
Morocco,1996,9.84,5.37,6.33,4.08,0
Mozambique,1996,0.03,0.03,0.8,0.23,0
Myanmar,1996,2.68,1.12,2.89,0.5,0
Namibia,1996,0.04,0.2,1.01,0.61,0
Nauru,1996,,,,,0
Nepal,1996,0.03,0.3,0.64,0.85,0
Netherlands,1996,68.74,34.33,29.57,45.69,0.37773
New Zealand,1996,5.32,7.85,10.8,2.67,0.10337
Nicaragua,1996,1.01,0.3,1.16,0.18,0
Niger,1996,,,,,0
Nigeria,1996,12.17,4.52,13.47,4.09,49.73583
Niue,1996,,,,,0
Norway,1996,10.25,7.14,11.92,4.2,0.83066
Oman,1996,8.84,2.78,2.25,1.12,0.40051
Pakistan,1996,27.38,24.52,23.57,10.49,0
Palau,1996,,,,,
Panama,1996,1.09,1.01,1.8,0.3,0
Papua New Guinea,1996,,,,,0
Paraguay,1996,0.02,0.28,2.93,0.19,0
Peru,1996,5.43,6.19,9,5.18,0.35537
Philippines,1996,19.75,12.1,24.86,5.09,0
Poland,1996,188.93,69.72,25.15,63.04,0
Portugal,1996,17.41,10.09,13.89,5.14,0
Qatar,1996,11.57,5.93,2.08,0.14,0
Romania,1996,70.77,31.61,11.43,7.87,0
Russian Federation,1996,967.43,185.12,179.96,194.26,0
Rwanda,1996,,,,,0
Saint Kitts & Nevis,1996,,,,,0
Saint Lucia,1996,,,,,0
Saint Vincent & Grenadines,1996,,,,,0
Samoa,1996,,,,,0
Sao Tome & Principe,1996,,,,,0
Saudi Arabia,1996,119.01,38.45,56.29,2.99,22.66512
Senegal,1996,1.05,0.36,0.84,0.34,0
Serbia,1996,34.82,7.94,4.54,3.87,
Seychelles,1996,,,,,0
Sierra Leone,1996,,,,,0
Singapore,1996,32.39,5.31,5.76,0.2,0
Slovakia,1996,16.76,11.97,3.48,9.11,0
Slovenia,1996,5.55,2,4.31,2.95,0
Solomon Islands,1996,,,,,0
South Africa,1996,174.25,60.28,33.97,16.27,0
Spain,1996,76.05,44.69,76.4,25.23,0.00992
Sri Lanka,1996,1.2,0.91,5.02,0.95,0
Sudan,1996,1.01,0.45,2.62,0.27,0
Suriname,1996,,,,,0
Swaziland,1996,,,,,0
Sweden,1996,15.97,16.19,20.03,10.8,0
Switzerland,1996,3.03,6.18,14.3,19.22,0
Syria,1996,12.54,6.52,8.72,7.39,0.76944
Taiwan,1996,84.64,41.84,29.86,10.13,0
Tajikistan,1996,0.58,0,0.14,1.48,0
Tanzania,1996,0.42,0.41,1.19,0.76,0
Thailand,1996,60.02,38.38,50.58,9.46,0
Togo,1996,0.05,0.16,0.65,0.08,0
Tonga,1996,,,,,0
Trinidad & Tobago,1996,5.35,7.09,1.37,0.15,4.56071
Tunisia,1996,4.99,3.43,3.29,3.28,0.69405
Turkey,1996,56.45,43.97,36.94,31.56,0.11082
Turkmenistan,1996,9.68,1.59,3.41,14.77,0
Uganda,1996,,,,,0
Ukraine,1996,163.59,86.45,29.88,60.83,0
United Arab Emirates,1996,21.43,42.72,13.13,0.25,0.70999
United Kingdom,1996,220.64,74.14,120.16,120.54,4.44915
United States of America,1996,2476.52,600.34,1568.22,658.65,15.2671
Uruguay,1996,0.94,0.92,2.3,1.19,0
Uzbekistan,1996,37.79,17.94,9.29,37.78,0
Vanuatu,1996,,,,,0
Venezuela,1996,48.67,36.36,34.47,5.64,13.12934
Vietnam,1996,5.54,11.53,7.92,6.18,0.57644
Yemen,1996,2.77,0.61,3.73,2.47,0
Zambia,1996,0.11,0.71,0.62,0.22,0
Zimbabwe,1996,6.55,2.48,2.11,3.08,0
World,1996,9533.16,4503.21,4469.09,3189.23,215.82801
European Union (15),1996,1167.88,546.81,748.22,691.48,6.08605
European Union (28),1996,1613.89,721.1,826.22,819.36,6.08605
Afghanistan,1997,,,,,0
Albania,1997,0.24,0.33,0.49,0.37,0
Algeria,1997,27.68,7.1,14.87,7.92,13.57998
Angola,1997,0.66,1.77,1.04,0.9,7.26376
Antigua & Barbuda,1997,,,,,0
Argentina,1997,35.87,30.62,40.5,25.59,3.52501
Armenia,1997,1.79,0.89,0.06,0.44,0
Australia,1997,167.46,51.12,70.66,14.05,0.48779
Austria,1997,21.32,11.68,16.15,13.26,0
Azerbaijan,1997,14.26,5.7,3.22,4.81,0
Bahamas,1997,,,,,0
Bahrain,1997,7.46,3.82,1.31,0.25,0
Bangladesh,1997,7.14,7.53,3.29,4.58,0
Barbados,1997,,,,,0
Belarus,1997,37.83,8,7.54,8.46,0
Belgium,1997,31.19,30.99,23.68,32.63,0
Belize,1997,,,,,0
Benin,1997,0.05,0.18,0.67,0.25,0
Bhutan,1997,,,,,0
Bolivia,1997,1.95,0.85,3,0.95,0.87217
Bosnia & Herzegovina,1997,5.72,0.55,1.05,0.96,0
Botswana,1997,1.5,0.58,0.96,0.15,0
Brazil,1997,38.14,78.81,119.37,35.92,2.89331
Brunei,1997,3.88,0.27,0.87,0.07,0
Bulgaria,1997,29.35,14.44,4.24,2.95,0
Burkina Faso,1997,,,,,0
Burundi,1997,,,,,0
Cambodia,1997,0.26,0.05,1.2,0.13,0
Cameroon,1997,0.03,0.18,1.8,0.55,3.76842
Canada,1997,160.86,93.33,143.72,94.86,4.48248
Cape Verde,1997,,,,,0
Central African Republic,1997,,,,,0
Chad,1997,,,,,0
Chile,1997,16.18,15.44,15.57,5.15,0.18257
China,1997,1309.17,1141.64,167.77,444.17,0
Colombia,1997,14.57,21.06,21.66,5.94,0.80766
Comoros,1997,,,,,0
Congo,1997,0,0.04,0.24,0.05,2.98561
"Congo, Dem. Republic",1997,0.04,0.63,0.44,0.88,0
Cook Islands,1997,,,,,0
Costa Rica,1997,0.29,0.7,2.65,0.43,0
Cote d'Ivoire,1997,2.14,0.65,1.36,0.54,0
Croatia,1997,6.35,3.86,3.96,3.08,0
Cuba,1997,10.8,9.25,2.73,3.36,0.27307
Cyprus,1997,2.4,1.28,1.57,0.21,0
Czech Republic,1997,69.51,27.75,10.46,16.25,0
Denmark,1997,36,5.83,11.88,8,0.48642
Djibouti,1997,,,,,0
Dominica,1997,,,,,0
Dominican Republic,1997,5.78,1.32,4.42,2.11,0
Ecuador,1997,3.9,3.78,8.92,2.33,1.80832
Egypt,1997,30.25,29.42,23.36,11.2,1.92972
El Salvador,1997,1.39,1,2.11,0.42,0
Equatorial Guinea,1997,,,,,1.45639
Eritrea,1997,0.3,0.05,0.36,0.08,0
Estonia,1997,12.45,1.75,1.55,0.79,0
Ethiopia,1997,0.05,0.74,1.24,0.75,0
Fiji,1997,,,,,0
Finland,1997,28.9,12.35,11.58,7.23,0
France,1997,56.69,82.78,123.99,98.71,0
Gabon,1997,0.42,0.53,0.38,0.21,3.24047
Gambia,1997,,,,,0
Georgia,1997,1.48,0.94,1.87,1.15,0
Germany,1997,365.48,131.08,168.43,200.81,0.69873
Ghana,1997,0.03,0.63,2.31,0.72,0
Greece,1997,38.54,10.52,17.69,10.05,0
Grenada,1997,,,,,0
Guatemala,1997,1.06,1.24,2.84,0.82,0
Guinea,1997,,,,,0
Guinea-Bissau,1997,,,,,0
Guyana,1997,,,,,0
Haiti,1997,0.34,0.27,0.57,0.1,0
Honduras,1997,0.86,0.71,1.63,0.38,0
Hungary,1997,25.84,8.08,7.46,15.24,0
Iceland,1997,0.01,0.63,0.58,0.87,0
India,1997,448.91,220.87,84.81,106.95,4.40482
Indonesia,1997,88.16,71.45,60.03,31.7,9.28677
Iran,1997,68.15,53.95,60.64,90.08,20.19754
Iraq,1997,69.77,10.04,23.67,7.04,0.91025
Ireland,1997,14.12,5.11,7.26,8.94,0
Israel,1997,30.6,3.82,9.22,6.82,0
Italy,1997,146.95,79.6,109.79,74.56,0
Jamaica,1997,5.19,0.52,1.67,1.5,0
Japan,1997,447.8,277.86,256.56,170.31,0
Jordan,1997,5.68,1.87,3.18,2.44,0
Kazakhstan,1997,58.61,42.59,6.97,15.32,0
Kenya,1997,0.63,1.69,2.71,1.02,0
Kiribati,1997,,,,,0
Korea (North),1997,10.82,39.21,1.12,12.21,0
Korea (South),1997,148.56,96.48,77.77,85.1,0
Kuwait,1997,22.28,8,5.64,0.32,0.92845
Kyrgyzstan,1997,2.39,1.05,1.25,0.67,0
Laos,1997,,,,,0
Latvia,1997,3.79,1.4,1.98,1.21,0
Lebanon,1997,5.87,1.56,4.13,3.76,0
Lesotho,1997,,,,,0
Liberia,1997,,,,,0
Libya,1997,19.27,5.57,9.99,2.15,3.36791
Lithuania,1997,6.68,2.33,3.64,1.71,0
Luxembourg,1997,0.43,2.09,3.62,1.54,0
"Macedonia, FYR",1997,5.96,0.91,1.47,0.33,0
Madagascar,1997,,,,,0
Malawi,1997,,,,,0
Malaysia,1997,38.88,28.02,25.8,4.46,0
Maldives,1997,,,,,0
Mali,1997,,,,,0
Malta,1997,1.58,0,0.74,0.13,0
Mauritania,1997,,,,,0
Mauritius,1997,,,,,0
Mexico,1997,128.71,65.11,95.31,30.56,13.27041
Moldova,1997,5.11,0.72,0.97,2.45,0
Mongolia,1997,5.4,1.52,0.8,0.62,0
Montenegro,1997,,,,,
Morocco,1997,10.51,5.28,6.76,4.27,0
Mozambique,1997,0.03,0.06,0.82,0.29,0
Myanmar,1997,2.86,1.35,2.37,0.57,0
Namibia,1997,0.04,0.21,1.06,0.63,0
Nauru,1997,,,,,0
Nepal,1997,0.08,0.29,0.73,0.97,0
Netherlands,1997,68.48,36.08,29.85,38.6,0.22384
New Zealand,1997,7.45,7.61,11.02,2.77,0.15168
Nicaragua,1997,1.09,0.35,1.22,0.19,0
Niger,1997,,,,,0
Nigeria,1997,12.13,3.58,18.8,4.55,41.14311
Niue,1997,,,,,0
Norway,1997,12.55,6.71,12.12,3.86,0.78846
Oman,1997,9.4,1.6,2.39,1.63,1.76588
Pakistan,1997,29.38,24.27,24.15,11.4,0
Palau,1997,,,,,
Panama,1997,1.3,0.9,1.92,0.31,0
Papua New Guinea,1997,,,,,0
Paraguay,1997,0.02,0.29,3.29,0.2,0
Peru,1997,5.43,6.16,9.3,4.7,0.61382
Philippines,1997,22.11,14.09,26.78,5.64,0
Poland,1997,183.15,66.27,26.61,60.03,0
Portugal,1997,18.55,10.77,14.32,4.89,0
Qatar,1997,12.74,6.21,2.32,0.15,0
Romania,1997,62.63,27.48,11.67,10.04,0
Russian Federation,1997,897.91,176.68,165.16,186.66,0
Rwanda,1997,,,,,0
Saint Kitts & Nevis,1997,,,,,0
Saint Lucia,1997,,,,,0
Saint Vincent & Grenadines,1997,,,,,0
Samoa,1997,,,,,0
Sao Tome & Principe,1997,,,,,0
Saudi Arabia,1997,124.65,35.32,57.13,3.03,1.80229
Senegal,1997,1.16,0.4,0.91,0.39,0
Serbia,1997,37.74,8.02,6.25,3.79,
Seychelles,1997,,,,,0
Sierra Leone,1997,,,,,0
Singapore,1997,31.94,6.76,5.74,0.22,0
Slovakia,1997,16.74,11.77,4.06,8.91,0
Slovenia,1997,5.85,2.09,4.52,2.8,0
Solomon Islands,1997,,,,,0
South Africa,1997,184.1,63.95,34.87,16.17,0.09102
Spain,1997,88.28,50.79,76.36,25.26,0.00596
Sri Lanka,1997,1.5,0.95,4.62,0.97,0
Sudan,1997,1.12,0.85,3.1,0.28,0
Suriname,1997,,,,,0
Swaziland,1997,,,,,0
Sweden,1997,11.51,15.08,20.32,9.81,0
Switzerland,1997,3.06,5.96,14.76,17.64,0
Syria,1997,13.41,7.07,8.91,7.07,0.73599
Taiwan,1997,95.56,42.58,30.59,9.21,0
Tajikistan,1997,0.69,0,0.14,1.65,0
Tanzania,1997,0.81,0.38,0.77,0.64,0
Thailand,1997,64.55,35.54,50.33,12.05,0
Togo,1997,0.06,0.1,0.43,0.07,0
Tonga,1997,,,,,0
Trinidad & Tobago,1997,5.69,7.31,1.49,0.17,4.379
Tunisia,1997,5.37,3.55,3.47,3.34,0.71446
Turkey,1997,61.91,47.41,34.37,33.19,0.17355
Turkmenistan,1997,9.89,1.4,1.81,16.59,0
Uganda,1997,,,,,0
Ukraine,1997,151.9,83.6,35.57,52.65,0
United Arab Emirates,1997,23.22,40.13,13.07,0.26,2.76715
United Kingdom,1997,208.53,73.32,121.21,111.16,3.71678
United States of America,1997,2610.63,635.48,1593.1,642.9,14.36903
Uruguay,1997,0.7,1.05,2.5,1.16,0
Uzbekistan,1997,38.08,16.75,9.41,41.4,0
Vanuatu,1997,,,,,0
Venezuela,1997,55.53,37.36,32.17,4.86,13.46068
Vietnam,1997,8,13.38,8.66,6.24,0.48637
Yemen,1997,3.05,0.71,3.72,2.77,0
Zambia,1997,0.15,1.05,0.72,0.24,0
Zimbabwe,1997,5.84,2.27,2.11,2.95,0
World,1997,9690.05,4547.26,4523.32,3151.07,190.49711
European Union (15),1997,1134.97,558.07,756.13,645.45,5.13173
European Union (28),1997,1561.29,726.57,838.59,768.8,5.13173
Afghanistan,1998,,,,,0
Albania,1998,0.22,0.43,0.73,0.29,0
Algeria,1998,27.74,7.22,15.31,8.57,13.57998
Angola,1998,0.61,1.6,0.83,1,7.50042
Antigua & Barbuda,1998,,,,,0
Argentina,1998,37.01,31.53,42.42,25.71,2.27127
Armenia,1998,1.78,1.01,0.07,0.45,0
Australia,1998,186.3,51.73,70.66,14.37,0.44464
Austria,1998,20.46,10.9,18.25,13.31,0
Azerbaijan,1998,15.85,4.8,2.98,5.21,13.01651
Bahamas,1998,,,,,0
Bahrain,1998,8.38,3.7,1.38,0.31,0
Bangladesh,1998,7.77,7.72,3.36,4.87,0
Barbados,1998,,,,,0
Belarus,1998,35.85,7.94,7.97,7.55,0
Belgium,1998,32.93,31.86,24.08,32.07,0
Belize,1998,,,,,0
Benin,1998,0.05,0.14,0.74,0.27,0
Bhutan,1998,,,,,0
Bolivia,1998,2.22,0.93,3.1,0.97,0.87217
Bosnia & Herzegovina,1998,7.78,0.45,1.38,0.84,0
Botswana,1998,1.41,1.01,1.03,0.43,0
Brazil,1998,38.93,81.13,125.58,34.52,3.61664
Brunei,1998,3.25,0.2,0.81,0.06,0
Bulgaria,1998,28.53,11.7,5.37,3.14,0
Burkina Faso,1998,,,,,0
Burundi,1998,,,,,0
Cambodia,1998,0.31,0.06,1.39,0.12,0
Cameroon,1998,0.05,0.17,1.86,0.61,3.76842
Canada,1998,175.12,89.88,146.36,85.96,5.80443
Cape Verde,1998,,,,,0
Central African Republic,1998,,,,,0
Chad,1998,,,,,0
Chile,1998,19.14,14.06,16.39,4.21,0.18257
China,1998,1393.92,1184.66,166.62,394.06,0
Colombia,1998,16.4,20.42,21.2,6.24,0.92073
Comoros,1998,,,,,0
Congo,1998,0,0.03,0.28,0.04,2.91279
"Congo, Dem. Republic",1998,0.04,0.64,0.45,1,0
Cook Islands,1998,,,,,0
Costa Rica,1998,0.36,0.75,2.93,0.46,0
